,trade_date,trade_date_int,settle_1,settle_2,v1,v2,v2-v1,mean,std,v2-v1-mean,K,wind_id_1,wind_id_2,contract_multiplier_1,contract_multiplier_2,end_date_1,end_date_2
46,2016-09-08,20160908,0.0315,0.054,0.1639382541179657,0.1687825620174408,0.004844307899475098,0.0014971852302551269,0.010634275817626555,0.003347122669219971,2.3,10000599.SH,10000701.SH,10000.0,10000.0,20160928,20161026
47,2016-09-09,20160909,0.0233,0.0472,0.1503426730632782,0.1648041307926178,0.0144614577293396,0.0014777719974517823,0.010608941602600697,0.012983685731887818,2.3,10000599.SH,10000701.SH,10000.0,10000.0,20160928,20161026
48,2016-09-12,20160912,0.0241,0.046,0.12297651171684265,0.138914555311203,0.01593804359436035,0.0016494005918502807,0.01082235348204908,0.01428864300251007,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
49,2016-09-13,20160913,0.0206,0.0405,0.1296958029270172,0.13621363043785095,0.00651782751083374,0.0017975956201553346,0.010869993675557037,0.004720231890678406,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
50,2016-09-14,20160914,0.0142,0.0339,0.1288609802722931,0.1365511119365692,0.007690131664276123,0.0015505224466323853,0.010665004306052387,0.006139609217643738,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
51,2016-09-19,20160919,0.0144,0.0354,0.12534543871879578,0.13017436861991882,0.004828929901123047,0.0025596052408218386,0.009909504226747754,0.0022693246603012083,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
52,2016-09-20,20160920,0.0115,0.0327,0.12080797553062439,0.12775173783302307,0.006943762302398682,0.002934080362319946,0.00992747446902548,0.0040096819400787355,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
53,2016-09-21,20160921,0.014,0.0349,0.13612499833106995,0.13067564368247986,-0.005449354648590088,0.0024034857749938967,0.010084447609451241,-0.007852840423583984,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
54,2016-09-22,20160922,0.0146,0.0367,0.09985813498497009,0.1164102852344513,0.0165521502494812,0.0020680129528045654,0.009445406140579104,0.014484137296676636,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
55,2016-09-23,20160923,0.009,0.0321,0.08751210570335388,0.11329755187034607,0.025785446166992188,0.002324032783508301,0.010027473289703274,0.023461413383483887,2.25,10000595.SH,10000700.SH,10000.0,10000.0,20160928,20161026
56,2016-09-29,20160929,0.0204,0.0367,0.11508402228355408,0.1241326630115509,0.009048640727996826,0.003213202953338623,0.009780660601614508,0.005835437774658203,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
57,2016-09-30,20160930,0.0241,0.0415,0.12416872382164001,0.13259544968605042,0.0084267258644104,0.003624361753463745,0.009820244644049344,0.0048023641109466554,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
58,2016-10-10,20161010,0.0304,0.0497,0.12070366740226746,0.12943634390830994,0.00873267650604248,0.004121723771095276,0.00981416589379471,0.004610952734947204,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
59,2016-10-11,20161011,0.0292,0.0487,0.10760036110877991,0.12206718325614929,0.014466822147369385,0.00514427125453949,0.009771117359410308,0.009322550892829896,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
60,2016-10-12,20161012,0.0231,0.0433,0.10459819436073303,0.12112954258918762,0.01653134822845459,0.006496515870094299,0.009352587554836261,0.01003483235836029,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
61,2016-10-13,20161013,0.0207,0.0408,0.0945330560207367,0.1144382655620575,0.0199052095413208,0.00770815908908844,0.00944573363477326,0.01219705045223236,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
62,2016-10-14,20161014,0.0248,0.0426,0.08822324872016907,0.10414233803749084,0.015919089317321777,0.00861389935016632,0.009313660372076638,0.0073051899671554565,2.25,10000700.SH,10000716.SH,10000.0,10000.0,20161026,20161123
